loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
25000,25000,24900, 60 months,0.1743,627.11,E,E5,Summerlin Hospital,10+ years,RENT,90000,Source Verified,10-Dec,Charged Off,  Borrower added on 12/15/10 > Trying to get rid of my credit card debt by having one loan and one payment with an end in sight.<br/>,credit_card,Credit Card Elimination,891xx,NV,10.31,0,Oct-93,1,,,8,0,13200,98.50%,21,6655.65,6629.11,2508.28,3112.4,0,1034.97,18.07,11-Oct,627.11,16-Oct
17000,17000,17000, 60 months,0.0962,358.03,B,B3,Repeat Business Systems,10+ years,MORTGAGE,120000,Not Verified,10-Dec,Charged Off,  Borrower added on 12/15/10 > Need a loan for new heating system<br/>,home_improvement,Matt,121xx,NY,7.35,0,Dec-96,3,36,,14,0,9179,22.50%,38,14288.11,14288.11,9485.36,3761.75,0,1041,10.41,14-Mar,32.32,16-Oct
2500,2500,2500, 36 months,0.0579,75.82,A,A2,broward sheriffs office,8 years,RENT,40000,Not Verified,11-Jan,Charged Off,  Borrower added on 12/15/10 > I am a quicker loan payer and lower interest rates help me toward my goal of consolidating and paying bills   Thank You<br/>,debt_consolidation,quickerloanpayer,333xx,FL,14.7,0,Jun-95,1,,,10,0,14390,18.40%,26,2198.78,2198.78,1972.94,218.59,0,7.25,0,13-Jun,75.82,19-Mar
10000,10000,9925, 60 months,0.1223,223.61,C,C1,,n/a,OWN,24000,Source Verified,10-Dec,Charged Off,,home_improvement,60 month,641xx,MO,2.5,0,Mar-82,4,,,4,0,2386,6.60%,15,2941.03,2919.05,1399.62,1044.03,0,497.38,91.4674,11-Dec,223.61,16-Oct
6000,6000,6000, 36 months,0.1335,203.18,C,C4,the home depot,< 1 year,RENT,22800,Verified,10-Dec,Charged Off,  Borrower added on 12/14/10 > Home depot is very stable company and I've completed 44 training classes thus far with career advancement on my mind and in my professional plans.  I plan to move closer to my workplace and furnish my apartment for stability.  my expendable money after rent utilities  and cell phone is 880.<br/>,other,Germany,303xx,GA,0,0,Apr-84,3,46,,3,0,0,0%,20,2844.52,2844.52,2044.64,788.64,0,11.24,0,12-Feb,406.36,19-Mar
24000,24000,23875, 60 months,0.1706,597.24,E,E4,UPS,8 years,MORTGAGE,77257,Verified,10-Dec,Charged Off,,moving,My Loan,757xx,TX,14.88,0,Feb-00,0,44,,12,0,3038,20%,37,5176.5,5149.59,1867.33,2306.14,0,1003.03,9.77,11-Aug,597.24,16-Oct
7400,7400,7375, 60 months,0.1557,178.27,D,D5,FUCILLO HYUNDAI,1 year,MORTGAGE,55000,Source Verified,10-Dec,Charged Off,,car,VICTORY VEGAS,130xx,NY,24.39,0,Feb-96,2,,,8,0,44121,90.60%,48,178.27,177.67,82.02,95.73,0,0.52,0,11-Feb,178.27,17-Feb
24000,24000,24000, 36 months,0.178,865.26,F,F1,Southern California Physicians Medical G,3 years,RENT,350000,Verified,10-Dec,Charged Off,,debt_consolidation,PAY OFF MY CREDIT CARDS,900xx,CA,9.59,0,Dec-97,2,,,21,0,71833,99.30%,54,23778.29,23778.29,16745.4,6595.56,0,437.33,5.36,13-Apr,865.26,13-Aug
5000,5000,4475, 36 months,0.0691,154.18,A,A5,Hawkeye Construction,2 years,RENT,42500,Source Verified,10-Dec,Charged Off,,debt_consolidation,Citi Cards,212xx,MD,10.48,0,Jun-94,1,,,6,0,18015,65.70%,7,4532.66,4056.49,3927.69,539.15,0,65.82,0.6144,13-Jun,462.54,16-Oct
3500,3500,3500, 36 months,0.1335,118.52,C,C4,"State of Maryland, State Highway",10+ years,MORTGAGE,41941,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/13/10 > I took out a personal loan and I had a contractor working on my house who never completed it and left it a mess (plywood on roof delaminated-now need a new roof; never finished outside insulation; needs spouting; soffit, never completed interior plumbing; interior drywall) I'm basically living in an insulated shell.  I'm trying to repair it myself and used my credit cards to buy building materials and supplies including a pellet stove for heat and subsequent pellets. In hindsight I wish I wouldn't have done that..I'd like to consolidate all the high interest cards, pay them off.  With a more managable payment I should be able to save cash for the remaining $30,000 of work (according to a new contractor) to complete my home.  I would like to complete all of this within an 8 year period as I would like to retire and finally enjoy life. Thank you for considering me for this program..I really appreciate it and I could surely use a break at this time in my life.<br/>",debt_consolidation,payoffdebtquicker,215xx,MD,11.76,0,Sep-00,1,74,77,6,1,3434,92.80%,11,2685.4,2685.4,1960.95,635.62,0,88.83,1.11,12-Nov,226.97,16-Oct
10000,10000,10000, 60 months,0.0888,207.01,B,B1,El Segundo Coal Co,2 years,MORTGAGE,40000,Source Verified,10-Dec,Charged Off,,debt_consolidation,Bill Pay Off,870xx,NM,15.69,0,Jul-94,2,,,13,0,6137,30.10%,45,3865.7,3865.7,2464.64,1399.38,0,1.68,0,12-Oct,219.43,19-Mar
25000,25000,24850, 36 months,0.1557,873.63,D,D5,DEPARTMENT OF DEFENSE,4 years,MORTGAGE,75000,Verified,10-Dec,Charged Off,,debt_consolidation,DEBT CONSOLIDATION,283xx,NC,9.17,0,Jan-92,1,46,,6,0,15955,53.70%,39,21888.77,21757.45,13682.29,7554.04,0,652.44,6.4825,13-Nov,89.51,16-Oct
3000,3000,3000, 36 months,0.1036,97.31,B,B5,US Army,10+ years,RENT,64800,Source Verified,10-Dec,Charged Off,,other,Legal,765xx,TX,14.56,0,Jan-99,2,,109,9,1,6450,59.70%,17,901.98,901.98,588.16,189.46,14.98612681,109.37,1.15,11-Sep,97.31,16-Oct
12000,12000,12000, 36 months,0.1409,410.66,D,D1,"Lanstar, LLC.",2 years,RENT,42000,Not Verified,10-Dec,Charged Off,,debt_consolidation,Debit Consolidation,852xx,AZ,11.69,0,1-Jan,0,,,7,0,9791,82.70%,9,12066.92,12066.92,9234.29,2673.46,0,159.17,1.577799996,13-Jul,27.84,13-Nov
25000,25000,23700, 36 months,0.1483,864.56,D,D3,atlas travel intll,1 year,MORTGAGE,100000,Verified,10-Dec,Charged Off,  Borrower added on 12/11/10 > In need of quick cash to satisfy an  IRS debt from a 401k liquidation.<br/><br/>   We have excellent receivables - over 16k per month net and are able to handle monthly payments easily - we just do not have access to lump sum cash.<br/>,other,liability,027xx,MA,16.74,1,Aug-88,0,15,,16,0,12399,24.20%,31,8645.6,8195.43,5866.03,2765.77,0,13.8,5.6,11-Oct,864.56,19-Mar
25000,25000,24788.45154, 60 months,0.2003,662.77,G,G2,"Home State Mortgage Group, Inc.",< 1 year,MORTGAGE,86100,Not Verified,10-Dec,Charged Off,  Borrower added on 12/16/10 > I have a very good job now and am in managment again. My future is very solid now. I am trying to consilidate the various credit card accts that have accrued over the past years since I was laid off and previously underemployed. This consolidation will allow me to eliminate the revolving debt on a fixed rate and within a time frame. The proposed loan payment is approximately $235/mo less than I pay now.<br/>,debt_consolidation,Consolidate,600xx,IL,12.36,2,May-81,1,19,,16,0,24109,61.40%,32,22494,22051.57,8662.24,9875.16,0,3956.6,708.5592,13-May,662.77,16-Oct
16000,16000,15930.33117, 60 months,0.1036,342.8,B,B5,valley view medical center,5 years,MORTGAGE,97200,Source Verified,10-Dec,Charged Off,,major_purchase,m35a truck,864xx,AZ,0.59,0,May-90,1,,,4,0,2122,34.80%,17,13219.04,13126.27,8270.6,3883.39,15.6081108,1049.44,10.4944,14-Mar,300.54,18-Jan
20000,20000,19975, 60 months,0.1632,489.77,E,E2,Westfield Insurance,5 years,OWN,100000,Verified,10-Dec,Charged Off,"  Borrower added on 12/11/10 > Loan is to pay off credit card debt.  I make excellent money.  My job is secure and my credit is good.<br/> Borrower added on 12/11/10 > This is the only debt I would have plus one other loan.  I have no car payments, rent/mortgage payments.  My job is very secure.  I pay everything on time. I have a base salary plus bonus.<br/>",debt_consolidation,Consolidation Loan,193xx,PA,18.9,0,Feb-82,3,,105,16,1,23184,66.70%,28,5387.47,5380.75,2560.48,2817.09,0,9.9,0,11-Dec,489.77,19-Mar
9000,9000,9000, 36 months,0.1036,291.93,B,B5,sonic,10+ years,MORTGAGE,36000,Not Verified,10-Dec,Charged Off,"  Borrower added on 12/15/10 > Hurry the bills are stacking up!<br/> Borrower added on 12/15/10 > My job is very stable and income is steady.<br/> Borrower added on 12/15/10 > My daughter needs braces and we do not have insurance to cover it, buy paying off my debt i can easily pay the monthly installments for the braces'<br/>",debt_consolidation,Out of debt loan,719xx,AR,14.73,0,Jan-99,0,27,,11,0,7747,47.20%,29,5546.67,5546.67,4398.44,1142.91,0,5.32,0,12-Jul,291.93,19-Mar
6925,6925,6900, 36 months,0.0962,222.22,B,B3,Texas Instruments,< 1 year,RENT,78000,Verified,10-Dec,Charged Off,"  Borrower added on 12/10/10 > 715 on CreditKarma, looking for a loan to cut down debt. Make money helping me save money!<br/>",debt_consolidation,Debt Consolidation Loan,031xx,NH,15.4,0,3-Nov,2,43,,17,0,7297,34.30%,22,6110.45,6088.42,4994.45,995.23,0,120.77,1.61,13-Mar,222.22,16-Oct
4000,4000,4000, 36 months,0.0925,127.67,B,B2,,n/a,MORTGAGE,48000,Not Verified,10-Dec,Charged Off,,major_purchase,Aircraft challenger,655xx,MO,10.2,0,Sep-00,0,42,,8,0,7831,62.20%,21,4489.92,4489.92,3853.19,591.81,0,44.92,0.2147,13-Dec,127.67,16-Oct
3500,3500,3500, 36 months,0.1372,119.15,C,C5,R&O Construction,< 1 year,MORTGAGE,65000,Not Verified,10-Dec,Charged Off,,home_improvement,December Loan,936xx,CA,15.58,0,Nov-93,2,52,,6,0,8450,79.70%,35,4085.99,4085.99,3233.52,815.22,0,37.25,0.3689,13-Dec,117.31,16-Oct
20000,20000,19797.18685, 60 months,0.178,505.7,F,F1,State Comp Insurane Fund,10+ years,MORTGAGE,67000,Verified,10-Dec,Charged Off,,debt_consolidation,consolidate loan into 1 & payoff in 5yrs,925xx,CA,13.81,0,Jul-94,1,,97,6,1,13905,94.30%,14,12162.09,11822.05,5960.06,6151.01,40.17573451,10.85,0,12-Dec,505.7,19-Mar
25000,25000,23188.57785, 60 months,0.1817,637.15,F,F2,Oracle,5 years,RENT,120000,Verified,10-Dec,Charged Off,"  Borrower added on 12/13/10 > I completed all the details of the application, verified email and bank account information along with answering the investor questions. Will call LC loan agent to provide more details as well.<br/>",debt_consolidation,Debt Consolidate,950xx,CA,15.76,0,Aug-98,1,,,11,0,99892,88.90%,33,26813.13,24938.49,11313.29,10697.42,0,4802.42,816.4114,13-Dec,687.55,18-Aug
13000,13000,13000, 60 months,0.1335,298.13,C,C4,Whitfield school,< 1 year,RENT,40000,Source Verified,10-Dec,Charged Off,,debt_consolidation,YoungMDY,631xx,MO,24.81,0,3-Mar,0,,,9,0,13225,70.80%,13,12521.46,12521.46,8146.97,4351.69,0,22.8,0,14-Jun,298.13,17-Feb
5000,5000,4975, 36 months,0.0617,152.5,A,A3,,10+ years,RENT,60000,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/09/10 > I have just gotten a contract with The Ritz Carlton properties in Buckhead, Atlanta, Georgia.  I need the money to buy signs, business cards...that meet their standards and specifications.  I will be mobile car washing and detailing the tenants and residents cars on site.  It is very high end with very expensive cars.<br/> Borrower added on 12/15/10 > I have been in this business a long time and have a degree in Finance.  The economy slowed me a little but almost everyone has a car! I can fluctuate my prices and that helps cash flow.  Thanks.<br/> Borrower added on 12/22/10 > Thank you to those of you who have invested in me.  I hope to give you a nice return.<br/>",small_business,Getting contracts!,300xx,GA,21.9,0,Aug-99,0,,,5,0,9915,41.70%,21,2440,2427.82,2104.52,330.52,0,4.96,0,12-Apr,152.5,19-Mar
20000,20000,19750.59854, 60 months,0.1706,497.7,E,E4,Spring valley Medical Center,8 years,RENT,125000,Verified,10-Dec,Charged Off,,debt_consolidation,Personal Loan,891xx,NV,13.81,1,Mar-87,0,14,,11,0,35013,80.90%,41,12746.8,12189.39,6043.32,5883.96,0,819.52,8,12-Dec,497.7,16-Oct
6250,6250,6250, 60 months,0.1372,144.53,C,C5,,< 1 year,RENT,29000,Not Verified,10-Dec,Charged Off,  Borrower added on 12/15/10 > Consolidate/refinance debt. Purchase material for upcoming project.<br/>,small_business,Small Business Loan,152xx,PA,20.61,0,Apr-98,3,,,8,0,7677,65.60%,15,5110.24,5110.24,2784.65,1839.1,0,486.49,4.8528,13-Oct,32.32,16-Oct
4500,4500,4500, 36 months,0.1298,151.58,C,C3,Navy,8 years,MORTGAGE,50000,Source Verified,10-Dec,Charged Off,,medical,Medical Loan,359xx,AL,3.34,1,2-Aug,3,12,,4,0,3940,85.70%,15,2667.54,2667.54,1905.49,666.27,0,95.78,1.19,12-May,151.58,16-Oct
7000,7000,7000, 36 months,0.0542,211.12,A,A1,,n/a,MORTGAGE,90000,Not Verified,10-Dec,Charged Off,"  Borrower added on 12/10/10 > I purchased my home on the large corner lot for $167.5K when the bank would fund only $132K of their $165K appraisal. A most recent closing of the house next door, comparable sq. ft., 3 br, 2 bath but notably less land and with 3 adjacent properties, closed october 2010 at $180K. My principal balance is $128,262.20 per statement dated 10/29/10. Monthly payments for principal, interest, taxes and insurance (piti) are $976.81. My monthly payments in '09 were $1K as the closing &quot;adjustments&quot; had not raised piti payments until Jan. 2010. Since then my monthly payments have been $1.1K, hence these otherwise incalculable (questionable) lower principal uncertainties may thus simply clarify and reinforce my credit standing. I have upgraded since arrival with a poured concrete sidewalk from driveway to existing back concrete walk and a &quot;slate style&quot; finished, curving contoured concrete patio outside the sliding glass doors, replacing that end of the original concrete walk out to the edge of the house in February. Also, a microwave oven was installed above the range this summer. <br/><br/>Negotiations with new neighbors on both sides are underway to replace the back/side fence &amp; gate for our corner with highest grade and quality available by permit. The prior occupants of my home installed un-negotiated fencing, as I learned by meeting the owner of the rear adjacent property . It will be the &quot;best&quot; fence Tracy regulations permit that proudly presents a locally strongest &quot;location&quot; demarcation. Plans for extending my best efforts to achieve at our corner, and first craft then tailor a &ldquo;first&rdquo; view to grow imbued by highest street appeal qualities,  a most scenic &quot;ahhh&quot; as you turn right at my corner. The fence is the only budgeted upgrade planned for 2011 and represents a possibly significant fraction of the debt (planned) for consolidation along with various current credit debt, all higher long-term interest obligations, dependent upon timing and relative value to my projected bottom line for 2011.<br/><br/><br/><br/><br/><br/>I will embrace any maze that gains income verification as asked with optimistic and accute diligence.<br/>",debt_consolidation,nicky,953xx,CA,6.67,0,Mar-89,0,,,13,0,7221,7.40%,30,3166.8,3166.8,2770.81,386.24,0,9.75,0,12-Mar,211.12,12-Mar
4000,4000,3975, 60 months,0.0999,84.97,B,B4,university medical center,4 years,RENT,26400,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/09/10 > I needed a loan to help my brother pay out his lease for his apartment because he has cyst on brain and I know sooner or later he will have to get meds, neurologist visit, doctor bills.  This money is to help him.  He is in school.  He had to move in with me.  He has part time job and his jeep under title line and I don't want him to be convicted from his apartment with just two more months left to stay there.<br/>",other,personal,705xx,LA,22.91,0,Nov-94,0,,106,6,1,0,0%,27,2780.42,2763.05,1800.47,813.67,14.97175474,151.31,1.2628,13-Aug,84.97,17-Jan
5500,5500,5500, 60 months,0.1335,126.13,C,C4,morrison clark,5 years,MORTGAGE,40000,Source Verified,10-Dec,Charged Off,,debt_consolidation,my loan,207xx,MD,12.48,0,Mar-98,1,37,,12,0,3133,16.30%,26,4458.42,4458.42,2474.3,1552.9,0,431.22,4.222600001,13-Aug,126.13,16-Oct
11000,11000,11000, 60 months,0.1298,250.18,C,C3,Academica,3 years,RENT,37000,Verified,10-Dec,Charged Off,  Borrower added on 12/08/10 > Looking for a longer loan despite interest.... 15-30 year<br/>,major_purchase,Major Purchase,329xx,FL,13.98,0,Apr-83,0,,,3,0,0,54.22%,12,3336.2,3336.2,1224,1010.88,0,1101.32,297.1068,11-Sep,250.18,16-Oct
19000,19000,18669.59824, 60 months,0.1854,488.08,F,F3,Wacker Silicone,2 years,RENT,41000,Verified,10-Dec,Charged Off,"  Borrower added on 12/09/10 > This loan is to consolidate two credit cards and a personal loan. The one credit card I do have is for $15,000, this is what I owe from my divorce. My job is very stable, I'm the EHS&amp;S engineer for a chemical production company.<br/>",debt_consolidation,Debt Consolidation,492xx,MI,10.04,0,Feb-95,0,44,,11,0,16407,46.70%,19,26457.72,25736.92,15768.34,10066.53,0,622.85,112.113,15-May,488.08,16-Oct
15000,15000,14725, 60 months,0.1335,343.99,C,C4,continental airlines,10+ years,MORTGAGE,70000,Verified,10-Dec,Charged Off,  Borrower added on 12/09/10 > i have been on my current job going on 13 years. i have been in the airline industry for over 20 years. i pay my bills on time. my job is very stable. the monthy payment is well within my budget. i would like to purchasing a 3-wheel motorcycle with this loan.<br/>                                                thanks in advance<br/>,car,rsv motor trike,773xx,TX,9.41,0,Aug-88,5,,,3,0,14248,75.40%,19,11007.68,10805.65,6737.37,4269.61,0,0.7,0,13-Sep,42.91,18-Apr
